teamName ,displayName,description,abbreviation,value,perGameValue,rank
Jets,20+ Yard Receiving Plays,The number of receiving big plays gained.,BIG,52,15,
Jets,Receiving First Downs,The number of times a first down is picked up by a reception.,FD,195,17,
Jets,Receiving Fumbles,The number of times a reception is made and then the ball is fumbled.,FUM,11,8,
Jets,Receiving Fumbles Lost,The number of times a reception is made and the balled is fumbled and recovered by the opposing team.,LST,6,7,
Jets,Receiving Targets,The number of times a receiver is thrown to.,TGTS,581,12,34
Jets,Receiving Touchdowns,The total number of receiving touchdowns.,TD,20,25,1
Jets,Receiving Yards,The total receiving yards.,YDS,3959,17,232
Jets,Receiving Yards After Catch,The number of yards gained after the catch has been made.,YAC,1992,13,117
Jets,Receiving Yards At Catch,The number of yards gained at the time the catch is made.,Y@C,1967,21,
Jets,Receiving Yards Per Game,The average number of receiving yards per game.,YDS/G,232.882,17,
Jets,Receptions,The total number of receptions.,REC,357,20,21
Jets,Team Games Played,The numbers of team games played.,GP,17,1,
Jets,Total Offensive Plays,The number of offenseive plays run.,OP,1036,49,60
Jets,Total Points,The number of total points earned.,PTS,310,28,21
Jets,Total Points Per Game,The average number of points scored per game.,TP/G,18.235,28,
Jets,Total Touchdowns,The number of total Touchdowns scored.,TD,36,24,2
Jets,Total Yards,The number of total yards gained.,TYDS,5626,24,306
Jets,Total Yards From Scrimmage,The number of yards gained from the line of scrimmage.,SCRIM,0,1,
Jets,Two Point Receiving Conversion,The number of times a 2-point is converted with a reception.,2PTC,-1,1,-1
Jets,Two Point Receptions,The number of receptions on 2-point attempts.,2PTR,2,6,
Jets,Two Point Reception Attempts,The number of times a 2-point conversion is attempted with a reception.,CMP,5,4,1
Jets,Yards From Scrimmage Per Game,The average number of yards gained from scrimmage per game.,SCRIM/G,0,1,
Jets,Yards Per Game,The average number of yards per game.,YDS/G,330.941,24,
Jets,Yards Per Reception,The average number of yards per reception.,AVG,11.09,15,11.08100033
Jets,Assist Tackles,The number of assists on tackles.,AST,483,15,25
Jets,Average Interception Yards,The average number of return yards per interception.,AVG,16.286,8,15.83300018
Jets,Average Sack Yards,The average number of yards lost per sack.,YDS/SACK,8.273,2,8.213999748
Jets,Average Stuff Yards,The average number of yards lost per stuff.,YDS/STF,6.316,21,
Jets,Block Field Goal Touchdown,The number of blocked field goals that were returned for a touchdown.,BFGTD,0,1,
Jets,Blocked Punt Touchdowns,The number of blocked punts that were returned for touchdowns.,BPTD,0,8,
Jets,Defensive Touchdown,The number of touchdowns recorded on defense.,TD,1,18,
Jets,Hurries,The number of times that the quarterback is hurried.,HUR,0,1,
Jets,Kicks Blocked,The number of times a kick was blocked.,KB,0,22,
Jets,Long Interception,The amount of yards of the longest interception return.,LNG,32,24,
Jets,Miscellaneous Touchdowns,The number of miscellaneous touchdowns.,MISCTD,0,7,
Jets,Passes Batted Down,The number of passes that were batted down.,BATD,0,1,
Jets,Passes Defended,The total number of passes defended.,PD,61,25,3
Jets,Two Point Returns,The number of two point attempts that is returned by the defense.,2PTR,0,2,
Jets,Sacks,The total number of sacks.,SACK,33,25,1.940999985
Jets,Sack Yards,The number of yards lost from sacks.,SCKYDS,273,15,16.05900002
Jets,Safeties,The number of times the offense is tackled in their own endzone.,SAFE,0,5,
Jets,Solo Tackles,The number of times a tackle was made unassisted.,SOLO,829,23,44
Jets,Stuffs,The number of times that a runner is stuffed at or behind the line of scrimmage.,STF,38,10,5
Jets,Stuff Yards,The number of yards lost from stuffs.,STFYDS,240,12,
Jets,Tackles For Loss,The number of tackles that result in a loss of yardage.,TFL,71,16,4.176000118
Jets,Team Games Played,The numbers of team games played.,GP,17,1,
Jets,Total Tackles,The total number of tackles.,TOT,1312,8,69
Jets,Yards Allowed,Yards allowed,YA,0,1,
Jets,Points Allowed,Points allowed,PA,0,1,
Jets,One Point Safeties Made,One Point Safeties Made,OPSM,0,1,
Jets,Interceptions,The total number of interceptions.,INT,7,30,
Jets,Interception Touchdowns,The number of times an interception is returned for a touchdown.,TD,1,14,
Jets,Interception Yards,The number of yards gained after an interception.,YDS,114,24,6
Jets,Average Kickoff Return Yards,The average number of yards per kickoff return.,YDS/KR,27.42,4,23.70199966
Jets,Average Kickoff Yards,The average number of yards per kickoff.,YDS/K,60.74,4,17.60000038
Jets,Extra Point Attempts,The number of extra point attempts.,XPA,27,4,1
Jets,Extra Point Percentage,The percentage of extra point attempts that are converted.,XP%,85.185,4,62.74499893
Jets,Extra Point Blocked,The number of extra points blocked.,XPB,1,3,
Jets,Extra Points Blocked Percentage,The percentage of extra points attempts that are blocked.,XPB%,3.704,4,1.960999966
Jets,Extra Points Made,The number of extra point attempts made.,XPM,23,4,1
Jets,Fair Catches,The number of fair catches.,FC,0,1,
Jets,Fair Catch Percentage,The percentage of kicks that are fair catches.,FC%,0,1,12.04500008
Jets,Field Goal Attempts,The number of times a field goal is attempted.,FGA,27,4,1
Jets,Field Goal Attempts 1-19,The number of field goals attempted from 1-19 yards.,FGA 1-19,0,1,
Jets,Field Goal Attempts 20-29,The number of field goals attempted from 20-29 yards.,FGA 20-29,7,3,
Jets,Field Goal Attempts 30-39,The number of field goals attempted from 30-39 yards.,FGA 30-39,8,3,
Jets,Field Goal Attempts 40-49,The number of field goals attempted from 40-49 yards.,FGA 40-49,8,3,
Jets,Field Goal Attempts 50-59,The number of field goals attempted from 50-59 yards.,FGA 50-59,4,3,
Jets,Field Goal Attempts 60-99,The number of field goals attempted from 60-99 yards.,FGA 60-99,0,1,
Jets,Field Goal Attempts 50+,The number of field goals attempted from 50+ yards.,FGA 50+,4,4,
Jets,Field Goal Attempt Yards,The number of yards for field goal attempts.,FGAYDS,1016,4,61
Jets,Field Goal Percentage,The percentage of field goals attempted that are made.,FG%,77.778,3,66.66699982
Jets,Field Goals Blocked,The number of field goals that are blocked.,FGB,0,1,
Jets,Field Goals Blocked Percentage,The percentage of field goals attempted that are blocked.,CMP,0,1,
Jets,Field Goal Made,The number of times a field goal is made.,FGM,21,4,1
Jets,Field Goals Made 1-19,The number of field goals made from 1-19 yards.,FGM 1-19,0,1,
Jets,Field Goals Made 20-29,The number of field goals made from 20-29 yards.,FGM 20-29,7,3,
Jets,Field Goals Made 30-39,The number of field goals made from 30-39 yards.,FGM 30-39,8,2,
Jets,Field Goals Made 40-49,The number of field goals made from 40-49 yards.,FGM 40-49,5,3,
Jets,Field Goals Made 50-59,The number of field goals made from 50-59 yards.,FGM 50-59,1,4,
Jets,Field Goals Made 60-99,The number of field goals made from 60-99 yards.,FGM 60-99,0,1,
Jets,Field Goals Made 50+,The number of field goals made from 50+ yards.,50+,1,3,
Jets,Field Goals Made Yards,The total amount of yardage of field goals made.,FGMYDS,724,4,44
Jets,Field Goals Missed Yards,The total amount of yardage of missed field goals.,FGMSYD,292,2,17
Jets,Kickoff Returns,The number of times a kickoff was returned.,KR,50,1,2
Jets,Kickoff Return Touchdowns,The number of times a kickoff was returned for a touchdown.,KRTD,0,1,
Jets,Kickoff Return Yards,The total amount of yardage of kick returns.,KRYDS,1371,4,80
Jets,Kickoffs,The number of kickoffs taken.,K,73,4,4
Jets,Kickoff Yards,The total amount of yardage of kickoffs.,KYDS,4434,4,76
Jets,Long Field Goal Attempt,The distance of the longest field goal attempt.,LFGA,55,4,
Jets,Long Field Goal Made,The distance of the longest field goal made.,LNG,51,3,29
Jets,Long Kickoff,The distance of the longest kickoff.,LK,70,2,44
Jets,Team Games Played,The numbers of team games played.,GP,17,1,
Jets,Total Kicking Points,The number of total points earned kicking.,PTS,86,4,5
Jets,Touchback Percentage,The percentage of kickoffs that are touchbacks.,TB%,65.753,2,65.62999725
Jets,Touchbacks,The number of kickoffs that result in touchbacks.,TB,48,3,2
Jets,Defensive Fumbles Returns,The number of fumble returns.,DFR,0,1,
Jets,Defensive Fumble Return Yards,The amount of total yardage from fumble returns.,DFRYDS,0,1,
Jets,Fumble Recoveries,The number of fumble recoveries.,FR,7,19,
Jets,Fumble Recovery Yards,The amount of total yardage from fumble recoveries.,YDS,40,10,
Jets,Kick Return Fair Catches,The number of kick return fair catches.,KRFC,0,2,
Jets,Kick Return Fair Catch Percentage,The percentage of kick returns that are fair caught.,KRFC%,0,1,
Jets,Kick Return Fumbles,The number of kick return fumbles.,KRF,0,1,
Jets,Kick Return Fumbles Lost,The number of kick return fumbles that are lost.,KRFL,0,1,
Jets,Kick Returns,The number of kick returns.,ATT,50,2,2
Jets,Kick Return Touchdowns,The number of kick return touchdowns.,TD,1,2,
Jets,Kick Return Yards,The total yardage of kick returns.,YDS,1371,1,80
Jets,Long Kick Return,The longest kick return in yards.,LNG,102,1,34
Jets,Long Punt Return,The longest punt return in yards.,LNG,28,14,9
Jets,Miscellaneous Fumbles Returns,The number of fumble returns.,MFR,0,1,
Jets,Miscellaneous Fumble Return Yards,The amount of total yardage from fumble returns.,MFRYDS,0,1,
Jets,Opposition Fumble Recoveries,The number of fumble recoveries by the opposition.,OPFR,7,20,
Jets,Opposition Fumble Recovery Yards,The amount of total yardage from fumble recoveries by the opposition.,OFRYDS,9,25,
Jets,Opposition Special Team Fumble Returns,The number of fumble returns by the opposition's speical teams.,OPSTFR,0,1,
Jets,Opposition Special Team Fumble Return Yards,The amount of total yardage from fumble return by the opposition's special teams.,OFRYDS,0,1,
Jets,Punt Return Fair Catches,The number of punt return fair catches.,FC,25,4,1
Jets,Punt Return Fair Catch Percentage,The percentage of kick returns that are fair caught.,PRFC%,147.059,2,
Jets,Punt Return Fumbles,The number of punt return fumbles.,PRF,0,1,
Jets,Punt Return Fumbles Lost,The number of punt return fumbles that are lost.,PRFL,0,1,
Jets,Punt Returns,The number of punt returns.,ATT,17,31,1
Jets,Punt Returns Started Inside the 10,The number of punt returns started inside the 10.,PR 10,0,1,
Jets,Punt Returns Started Inside the 20,The number of punt returns started inside the 20.,PR 20,0,1,
Jets,Punt Return Touchdowns,The number of punt return touchdowns.,TD,0,3,
Jets,Punt Return Yards,The total yardage of punt returns.,YDS,206,20,12
Jets,Special Team Fumbles Returns,The number of special team fumble returns.,STFR,0,1,
Jets,Special Team Fumble Return Yards,The amount of total yardage from special team fumble returns.,STFRYD,0,1,
Jets,Team Games Played,The numbers of team games played.,GP,17,1,
Jets,Yards Per Kick Return,The average number of yards per kick return.,AVG,27.42,1,23.70199966
Jets,Yards Per Punt Return,The average number of yards per punt return.,AVG,12.118,2,7.803999901
Jets,Yards Per Return,The average number of yards per return.,YDS/R,23.537,1,
Jets,Average Punt Return Yards,The average number of yards per punt return.,AVG,10.552,5,8.291999817
Jets,Fair Catches,The number of fair catches.,FC,17,12,1
Jets,Gross Average Punt Yards,The average gross number of yards per punt.,AVG,46.771,10,46.11800003
Jets,Long Punt,The distance of the longest punt.,LNG,65,17,52
Jets,Net Average Punt Yards,The average net number of yards per punt.,NET,41.803,17,41.68600082
Jets,Punt Returns,The number of times a punt was returned.,ATT,29,14,1
Jets,Punt Return Yards,The total amount of yardage of punt returns.,YDS,306,9,18
Jets,Punts,The number of punts taken.,PUNTS,70,11,4
Jets,Punts Blocked,The number of times a punt was blocked.,PBLK,1,3,
Jets,Punts Blocked Percentage,The percentage of punts that are blocked.,PBLK%,1.429,7,0.005
Jets,Punts Inside 10,The number of times a punt is downed inside the 10.,P 10,10,5,
Jets,Punts Inside 10 Percentage,The percentage of punts that end up inside the 10.,P 10%,14.286,10,
Jets,Punts Inside 20,The number of times a punt is downed inside the 20.,IN20,23,16,1
Jets,Punts Inside 20 Percentage,The percentage of punts that end up inside the 10.,IN20%,32.857,24,31.1760006
Jets,Punt Yards,The total amount of yardage of punts.,YDS,3274,9,192
Jets,Team Games Played,The numbers of team games played.,GP,17,1,
Jets,Touchback Percentage,The percentage of punts that are touchbacks.,TB%,1.429,32,1.470999956
Jets,Touchbacks,The number of kickoffs that result in touchbacks.,TB,1,30,
Jets,Defensive Points,The number of points scored on defense.,DP,0,8,2
Jets,Field Goals,The number of field goals made.,FG,21,28,1
Jets,Kick Extra Points,The number of extra points made.,PAT,23,30,1
Jets,Miscellaneous Points,The number of miscellaneous points scored.,MISP,0,1,
Jets,Passing Touchdowns,The total number of passing touchdowns.,PASS,20,25,1
Jets,Receiving Touchdowns,The total number of receiving touchdowns.,REC,20,25,1
Jets,Return Touchdowns,The total number of return touchdowns.,RET,2,11,
Jets,Rushing Touchdowns,The total number of rushing touchdowns.,RUSH,14,18,
Jets,Total Points,The number of total points scored.,PTS,310,28,17
Jets,Total Points Per Game,The number of points scored per game.,TP/G,18.235,28,
Jets,Total Touchdowns,The number of touchdowns scored in total.,TD,36,24,2
Jets,Total Two Point Conversions,The number of times a 2-point conversion is successful.,2PT,4,5,
Jets,Two Point Pass Conversions,The number of times a 2-point conversion is successful with a pass.,2PTPC,2,6,
Jets,Two Point Receiving Conversion,The number of times a 2-point is converted with a reception.,2PTRCC,2,6,
Jets,Two Point Rush Conversion,The number of times a 2-point is converted with a run.,2PTRUC,2,3,
Jets,One Point Safeties Made,One Point Safeties Made,OPSM,0,1,
Jets,Total 1st downs,The the number of first downs.,CMP,310,26,18
Jets,Passing 1st downs,The number of times a pass results in a first down.,FDP,195,17,11
Jets,1st downs by penalty,The number of times a penalty results in a first down.,FDPEN,28,22,1
Jets,First Downs Per Game,The average number of first downs per game.,FD/G,18.235,26,18
Jets,Rushing 1st downs,The number of times a rush results in a first down.,FDR,87,28,5
