teamName ,displayName,description,abbreviation,value,perGameValue,rank
Rams,Punts Inside 20,The number of times a punt is downed inside the 20.,IN20,23,16,1
Rams,Punts Inside 20 Percentage,The percentage of punts that end up inside the 10.,IN20%,45.098,4,44.52899933
Rams,Punt Yards,The total amount of yardage of punts.,YDS,2252,29,132
Rams,Team Games Played,The numbers of team games played.,GP,17,1,
Rams,Touchback Percentage,The percentage of punts that are touchbacks.,TB%,1.961,30,1.470999956
Rams,Touchbacks,The number of kickoffs that result in touchbacks.,TB,1,30,
Rams,Defensive Points,The number of points scored on defense.,DP,0,8,2
Rams,Field Goals,The number of field goals made.,FG,32,6,1
Rams,Kick Extra Points,The number of extra points made.,PAT,48,5,2
Rams,Miscellaneous Points,The number of miscellaneous points scored.,MISP,0,1,
Rams,Passing Touchdowns,The total number of passing touchdowns.,PASS,41,2,2
Rams,Receiving Touchdowns,The total number of receiving touchdowns.,REC,41,2,2
Rams,Return Touchdowns,The total number of return touchdowns.,RET,1,23,
Rams,Rushing Touchdowns,The total number of rushing touchdowns.,RUSH,10,28,
Rams,Total Points,The number of total points scored.,PTS,460,7,27
Rams,Total Points Per Game,The number of points scored per game.,TP/G,27.059,7,
Rams,Total Touchdowns,The number of touchdowns scored in total.,TD,52,8,3
Rams,Total Two Point Conversions,The number of times a 2-point conversion is successful.,2PT,2,12,
Rams,Two Point Pass Conversions,The number of times a 2-point conversion is successful with a pass.,2PTPC,2,6,
Rams,Two Point Receiving Conversion,The number of times a 2-point is converted with a reception.,2PTRCC,2,6,
Rams,Two Point Rush Conversion,The number of times a 2-point is converted with a run.,2PTRUC,0,18,
Rams,One Point Safeties Made,One Point Safeties Made,OPSM,0,1,
Rams,Total 1st downs,The the number of first downs.,CMP,355,12,20
Rams,Passing 1st downs,The number of times a pass results in a first down.,FDP,233,7,13
Rams,1st downs by penalty,The number of times a penalty results in a first down.,FDPEN,23,31,1
Rams,First Downs Per Game,The average number of first downs per game.,FD/G,20.882,12,20
Rams,Rushing 1st downs,The number of times a rush results in a first down.,FDR,99,23,5
Rams,First Downs Attempts,The number of attempts at getting a first down.,FDA,19,27,1
Rams,4th down %,The percentage of fourth down attempts that are converted.,4THC%,52.632,17,45.09799957
Rams,Fourth Down Conversions,The number of times a fourth down is converted.,4THC,10,25,
Rams,Fumbles Lost,The number of times the ball has been fumbled and lost to the opposing team .,LST,5,30,
Rams,Possession Time Seconds,The total time of possession in seconds.,POSS,29632,26,1743
Rams,Red Zone Efficiency Percentage,The percentage of red zone attempts that are converted.,CMP,71.63,11,
Rams,Red Zone Field Goal Percentage,The percentage of red zone trips that end in a field goal.,RZFG%,27.14,15,
Rams,Red Zone Scoring Percentage,The percentage of red zone trips that result in a score.,RZ%,87.14,10,58
Rams,Red Zone Touchdown Percentage,The percentage of red zone trips that result in a touchdown.,RZTD%,60,14,
Rams,Third Down Attempts,The number of 3rd down attempts.,3RDA,205,28,12
Rams,3rd down %,The percentage of 3rd downs that are converted.,3RDC%,43.902,7,42.59600067
Rams,Third Down Conversions,The number of 3rd down conversions.,3RDC,90,13,5
Rams,Total Giveaways,The total number of giveaways.,TGV,23,14,
Rams,Total Penalties,The total number of total penalties.,TPEN,76,29,4
Rams,Total Penalty Yards,The total number of penalty yards.,TPY,637,31,37
Rams,Total Takeaways,The total number of takeaways.,TT,25,10,
Rams,Total Drives,The total number of drives.,D,0,1,
Rams,Turnover Ratio,Difference between take-aways and give-aways,DIFF,2,13,
Dolphins,Fumbles,The number of times a player/team has fumbled the ball,FUM,29,1,2
Dolphins,Fumbles Lost,The number of times a fumble is recovered by the opposing team,LST,12,,1
Dolphins,Forced Fumbles,The total number of forced fumbles.,FF,14,,39
Dolphins,Fumbles Recovered,The number of fumbles recovered.,FR,12,1,4
Dolphins,Fumbles Touchdowns,The number of times a fumbles is recovered and returned for a touchdown.,FTD,2,,2
Dolphins,Games Played,Games Played,GP,17,,1
Dolphins,Two Point Returns,The number of two point attempts that is returned by the offense.,2PTR,0,,1
Dolphins,Fumbles Touchdowns,The number of times a fumbles is recovered and returned for a touchdown by the offense.,OFTD,0,,4
Dolphins,Fumbles Touchdowns,The number of times a fumbles is recovered and returned for a touchdown by the defense.,DFTD,2,,2
Dolphins,Average Gain,The average gained yards per position.,AG,493.756,,29
Dolphins,Completion Percentage,The percentage of completed passes.,CMP%,65.691,65.97399902,16
Dolphins,Completions,The times a player completes a pass to another player who is eligible to catch a pass.,CMP,404,23,10
Dolphins,ESPN Quarterback Rating,The quarterback rating used to compare overall offensive performance relative to other positions.,EQBR,4986,,20
Dolphins,Interception Percentage,The percentage of passes thrown that were intercepted by the opposing team.,INT%,2.276,2.328000069,14
Dolphins,Interceptions,The number of passes thrown that were intercepted by the opposing team.,INT,14,,14
Dolphins,Longest Pass,The longest pass play completed in terms of yards.,LNG,65,36,18
Dolphins,Miscellaneous Yards,The number of miscellaneous yards.,MISC,0,,1
Dolphins,Net Passing Yards,The amount of net passing yards.,NYDS,3651,214,17
Dolphins,Net Passing Yards Per Game,The amount of net passing yards per game.,NYDS/G,214.76471,,17
Dolphins,Net Total Yards,The amount of net total yards.,NTYDS,5219,,25
Dolphins,Net Yards Per Game,The amount of net total yards per game.,NTYDS/G,307,,25
Dolphins,Passing Attempts,The number of times a pass is attempted.,ATT,615,36,8
Dolphins,Passing Big Plays,The number of times a pass results in a big play.,BIGP,45,,21
Dolphins,Passing 1st downs,The number of times a pass results in a first down.,FIRST,206,12,12
Dolphins,Passing Fumbles,The number of times the ball has been fumbled after a completed pass.,FUM,13,,3
Dolphins,Passing Fumbles Lost,The number of times the ball has been fumbled and lost to the opposing team after a completed pass.,FL,5,,12
Dolphins,Passing Touchdown %,The percentage of passes that result in a touchdown.,TD%,3.415,2.77777791,27
Dolphins,Passing Touchdowns,The total number of passing touchdowns.,TD,21,1,20
Dolphins,Passing Yards,The total passing yards.,YDS,3936,231,18
Dolphins,Passing Yards After Catch,The amount of passing yards after catch.,PYAC,1727,,25
Dolphins,Passing Yards At Catch,The amount of passing yards when the catch is made.,PY@C,2209,,13
Dolphins,Passing Yards Per Game,The number of passing yards per game.,YDS/G,231.529,,18
Dolphins,Passer Rating,Passer Rating,RTG,85.3925,83.7000885,79
Dolphins,Total Sacks,The total number of sacks.,SACK,40,2,11
Dolphins,Sack Yards Lost,The amount of yards lost due to sacks.,SYL,285,16,20
Dolphins,Net Passing Attempts,Net Passing Attempts.,NATT,655,38,3
Dolphins,Team Games Played,The amount of games played.,TGP,17,,1
Dolphins,Total Offensive Plays,The number of total offensive plays.,TOP,1097,64,15
Dolphins,Total Points,The number of total points scored.,PTS,341,22,22
Dolphins,Total Points Per Game,The number of points scored per game.,TP,20.059,,22
Dolphins,Total Touchdowns,The number of touchdowns scored in total.,TD,39,2,20
Dolphins,Total Yards,The number of yards accumulated in total.,TYDS,5504,307,26
Dolphins,Total Yards From Scrimmage,The amound of total yards from the line of scrimmage.,CMP,0,,1
Dolphins,Two Point Pass Conversions,The number of times a 2-point conversion is successful with a pass.,2PTPC,-1,-1,1
Dolphins,Two Point Pass,The number of times a pass was thrown for 2 points.,2PTP,2,,6
Dolphins,Two Point Pass Attempts,The number of times a pass was attempted on a 2-point conversion.,2PTPA,3,1,14
Dolphins,Yards From Scrimmage Per Game,The yards gained from scrimmage per game.,SCRIM/G,0,,1
Dolphins,Yards Per Completion,The average number of yards per pass completion.,CMP,9.743,9.248000145,31
Dolphins,Yards Per Game,The average number of yards per game.,YDS/G,323.765,,26
Dolphins,Yards Per Pass Attempt,The average number yards per pass attempt.,AVG,6.4,6.499000072,28
Dolphins,Net Yards Per Pass Attempt,The average number net yards (taking sack yardage into account) per pass attempt.,NYDS/PA,5.574045802,5.631578947,26
Dolphins,Quarterback Rating,Quarterback Rating.,RAT,85.3925,83.7000885,79
Dolphins,Average Gain,The average gained yards per position.,AG,493.756,,29
Dolphins,ESPN RB Rating,The ESPN Widereceiver Rating.,ESPNRB,1808,,29
Dolphins,Long Rushing,The amount of yards for the longest run.,LNG,30,15,32
Dolphins,Miscellaneous Yards,The amount of miscellaneous yards.,MISC,0,,1
Dolphins,Net Total Yards,The amount of total net yards.,NTYDS,5219,,25
Dolphins,Net Yards Per Game,The total net yards gained per game.,CMP,307,,25
Dolphins,Rushing Attempts,The total number of attempted rushes.,ATT,442,26,18
Dolphins,20+ Yard Rushing Plays,The number of rushing big plays gained.,BIG,5,,30
Dolphins,Rushing 1st downs,The number of times a first down is picked up by a run.,FD,87,5,28
Dolphins,Rushing Fumbles,The number of times there is a run and then the ball is fumbled.,FUM,5,,30
Dolphins,Rushing Fumbles Lost,The number of times there is a run and then the ball is fumbled.,LST,1,,23
Dolphins,Rushing Touchdowns,The total number of rushing touchdowns.,TD,12,,24
Dolphins,Rushing Yards,The total rushing yards.,YDS,1568,92,30
Dolphins,Rushing Yards Per Game,The average number of rushing yards per game.,YDS/G,92.235,,30
Dolphins,Stuffs,The number of times a run is stopped at or behind the line of scrimmage.,STF,39,,27
Dolphins,Stuff Yards Lost,The number of yards lost when a run is stuffed.,SYDSL,-65,,2
Dolphins,Team Games Played,The numbers of team games played.,GP,17,,1
Dolphins,Total Offensive Plays,The number of offenseive plays run.,OP,1097,64,15
Dolphins,Total Points,The number of total points earned.,PTS,341,22,22
Dolphins,Total Points Per Game,The average number of points scored per game.,TP/G,20.059,,22
Dolphins,Total Touchdowns,The number of total Touchdowns scored.,TD,39,2,20
Dolphins,Total Yards,The number of total yards gained.,TYDS,5504,307,26
Dolphins,Total Yards From Scrimmage,The number of yards gained from the line of scrimmage.,SCRIM,0,,1
Dolphins,Two Point Rush Conversion,The number of times a 2-point is converted with a run.,2PTC,-1,-1,1
Dolphins,Two Point Rush,The number of rushes on 2-point attempts.,2PTR,0,,18
Dolphins,Two Point Rush Attempts,The number of times a 2-point conversion is attempted with a rush.,CMP,0,,24
Dolphins,Yards From Scrimmage Per Game,The average number of yards gained from scrimmage per game.,SCRIM/G,0,,1
Dolphins,Yards Per Game,The average number of yards per game.,YDS/G,323.765,,26
Dolphins,Yards Per Rush Attempt,The average number of yards per rush attempt.,AVG,3.548,3.506999969,31
Dolphins,Average Gain,The average gained yards per position.,AG,493.756,,29
Dolphins,ESPN Widereceiver Rating,The ESPN Widereceiver Rating.,ESPNWR,6691,,16
Dolphins,Long Reception,The amount of yards for the longest reception.,LNG,65,36,18
Dolphins,Miscellaneous Yards,The amount of miscellaneous yards.,MISC,0,,1
Dolphins,Net Total Yards,The amount of total net yards.,NTYDS,5219,,25
Dolphins,Net Yards Per Game,The total net yards gained per game.,CMP,307,,25
Dolphins,20+ Yard Receiving Plays,The number of receiving big plays gained.,BIG,45,,21
Dolphins,Receiving First Downs,The number of times a first down is picked up by a reception.,FD,206,,12
Dolphins,Receiving Fumbles,The number of times a reception is made and then the ball is fumbled.,FUM,13,,3
Dolphins,Receiving Fumbles Lost,The number of times a reception is made and the balled is fumbled and recovered by the opposing team.,LST,5,,12
Dolphins,Receiving Targets,The number of times a receiver is thrown to.,TGTS,599,35,9
Dolphins,Receiving Touchdowns,The total number of receiving touchdowns.,TD,21,1,20
Dolphins,Receiving Yards,The total receiving yards.,YDS,3936,231,18
Dolphins,Receiving Yards After Catch,The number of yards gained after the catch has been made.,YAC,1725,101,26
Dolphins,Receiving Yards At Catch,The number of yards gained at the time the catch is made.,Y@C,2211,,12
Dolphins,Receiving Yards Per Game,The average number of receiving yards per game.,YDS/G,231.529,,18
Dolphins,Receptions,The total number of receptions.,REC,404,23,10
Dolphins,Team Games Played,The numbers of team games played.,GP,17,,1
Dolphins,Total Offensive Plays,The number of offenseive plays run.,OP,1097,64,15
Dolphins,Total Points,The number of total points earned.,PTS,341,22,22
Dolphins,Total Points Per Game,The average number of points scored per game.,TP/G,20.059,,22
Dolphins,Total Touchdowns,The number of total Touchdowns scored.,TD,39,2,20
Dolphins,Total Yards,The number of total yards gained.,TYDS,5504,307,26
Dolphins,Total Yards From Scrimmage,The number of yards gained from the line of scrimmage.,SCRIM,0,,1
Dolphins,Two Point Receiving Conversion,The number of times a 2-point is converted with a reception.,2PTC,-1,-1,1
Dolphins,Two Point Receptions,The number of receptions on 2-point attempts.,2PTR,2,,6
Dolphins,Two Point Reception Attempts,The number of times a 2-point conversion is attempted with a reception.,CMP,3,1,13
Dolphins,Yards From Scrimmage Per Game,The average number of yards gained from scrimmage per game.,SCRIM/G,0,,1
Dolphins,Yards Per Game,The average number of yards per game.,YDS/G,323.765,,26
Dolphins,Yards Per Reception,The average number of yards per reception.,AVG,9.743,10.00199986,31
Dolphins,Assist Tackles,The number of assists on tackles.,AST,426,23,34
Dolphins,Average Interception Yards,The average number of return yards per interception.,AVG,12.5,16.25900078,14
Dolphins,Average Sack Yards,The average number of yards lost per sack.,YDS/SACK,7.917,8.361000061,3
Dolphins,Average Stuff Yards,The average number of yards lost per stuff.,YDS/STF,13.28,,3
Dolphins,Block Field Goal Touchdown,The number of blocked field goals that were returned for a touchdown.,BFGTD,0,,1
Dolphins,Blocked Punt Touchdowns,The number of blocked punts that were returned for touchdowns.,BPTD,1,,3
Dolphins,Defensive Touchdown,The number of touchdowns recorded on defense.,TD,5,,2
Dolphins,Hurries,The number of times that the quarterback is hurried.,HUR,0,,1
Dolphins,Kicks Blocked,The number of times a kick was blocked.,KB,1,,9
Dolphins,Long Interception,The amount of yards of the longest interception return.,LNG,85,,3
Dolphins,Miscellaneous Touchdowns,The number of miscellaneous touchdowns.,MISCTD,1,,3
Dolphins,Passes Batted Down,The number of passes that were batted down.,BATD,0,,1
Dolphins,Passes Defended,The total number of passes defended.,PD,91,5,1
Dolphins,Two Point Returns,The number of two point attempts that is returned by the defense.,2PTR,0,,2
Dolphins,Sacks,The total number of sacks.,SACK,48,2.823999882,5
Dolphins,Sack Yards,The number of yards lost from sacks.,SCKYDS,380,22.35300064,1
Dolphins,Safeties,The number of times the offense is tackled in their own endzone.,SAFE,0,,5
Dolphins,Solo Tackles,The number of times a tackle was made unassisted.,SOLO,755,39,13
Dolphins,Stuffs,The number of times that a runner is stuffed at or behind the line of scrimmage.,STF,25,4,25
Dolphins,Stuff Yards,The number of yards lost from stuffs.,STFYDS,332,,1
Dolphins,Tackles For Loss,The number of tackles that result in a loss of yardage.,TFL,73,4.294000149,14
Dolphins,Team Games Played,The numbers of team games played.,GP,17,,1
Dolphins,Total Tackles,The total number of tackles.,TOT,1181,62,47
Dolphins,Yards Allowed,Yards allowed,YA,0,,1
Dolphins,Points Allowed,Points allowed,PA,0,,1
Dolphins,One Point Safeties Made,One Point Safeties Made,OPSM,0,,1
Dolphins,Interceptions,The total number of interceptions.,INT,14,,14
Dolphins,Interception Touchdowns,The number of times an interception is returned for a touchdown.,TD,3,,2
Dolphins,Interception Yards,The number of yards gained after an interception.,YDS,175,10,13
Dolphins,Average Kickoff Return Yards,The average number of yards per kickoff return.,YDS/KR,17.368,11.73499966,1
Dolphins,Average Kickoff Yards,The average number of yards per kickoff.,YDS/K,63.177,17.86800003,1
Dolphins,Extra Point Attempts,The number of extra point attempts.,XPA,35,2,3
Dolphins,Extra Point Percentage,The percentage of extra point attempts that are converted.,XP%,97.143,80.88200378,2
Dolphins,Extra Point Blocked,The number of extra points blocked.,XPB,0,,1
Dolphins,Extra Points Blocked Percentage,The percentage of extra points attempts that are blocked.,XPB%,0,,1
Dolphins,Extra Points Made,The number of extra point attempts made.,XPM,34,2,3
Dolphins,Fair Catches,The number of fair catches.,FC,0,,1
Dolphins,Fair Catch Percentage,The percentage of kicks that are fair catches.,FC%,0,16.86100006,1
Dolphins,Field Goal Attempts,The number of times a field goal is attempted.,FGA,31,1,3
Dolphins,Field Goal Attempts 1-19,The number of field goals attempted from 1-19 yards.,FGA 1-19,0,,1
Dolphins,Field Goal Attempts 20-29,The number of field goals attempted from 20-29 yards.,FGA 20-29,6,,4
Dolphins,Field Goal Attempts 30-39,The number of field goals attempted from 30-39 yards.,FGA 30-39,9,,2
Dolphins,Field Goal Attempts 40-49,The number of field goals attempted from 40-49 yards.,FGA 40-49,10,,2
Dolphins,Field Goal Attempts 50-59,The number of field goals attempted from 50-59 yards.,FGA 50-59,6,,2
Dolphins,Field Goal Attempts 60-99,The number of field goals attempted from 60-99 yards.,FGA 60-99,0,,1
Dolphins,Field Goal Attempts 50+,The number of field goals attempted from 50+ yards.,FGA 50+,6,,1
Dolphins,Field Goal Attempt Yards,The number of yards for field goal attempts.,FGAYDS,1247,70,2
Dolphins,Field Goal Percentage,The percentage of field goals attempted that are made.,FG%,74.194,71.56900024,4
Dolphins,Field Goals Blocked,The number of field goals that are blocked.,FGB,1,,4
Dolphins,Field Goals Blocked Percentage,The percentage of field goals attempted that are blocked.,CMP,3.226,5.881999969,4
Dolphins,Field Goal Made,The number of times a field goal is made.,FGM,23,1,3
Dolphins,Field Goals Made 1-19,The number of field goals made from 1-19 yards.,FGM 1-19,0,,1
Dolphins,Field Goals Made 20-29,The number of field goals made from 20-29 yards.,FGM 20-29,6,,4
Dolphins,Field Goals Made 30-39,The number of field goals made from 30-39 yards.,FGM 30-39,7,,3
Dolphins,Field Goals Made 40-49,The number of field goals made from 40-49 yards.,FGM 40-49,8,,2
Dolphins,Field Goals Made 50-59,The number of field goals made from 50-59 yards.,FGM 50-59,2,,2
Dolphins,Field Goals Made 60-99,The number of field goals made from 60-99 yards.,FGM 60-99,0,,1
Dolphins,Field Goals Made 50+,The number of field goals made from 50+ yards.,50+,2,,3
Dolphins,Field Goals Made Yards,The total amount of yardage of field goals made.,FGMYDS,860,50,3
Dolphins,Field Goals Missed Yards,The total amount of yardage of missed field goals.,FGMSYD,387,19,1
Dolphins,Kickoff Returns,The number of times a kickoff was returned.,KR,19,1,4
Dolphins,Kickoff Return Touchdowns,The number of times a kickoff was returned for a touchdown.,KRTD,0,,1
Dolphins,Kickoff Return Yards,The total amount of yardage of kick returns.,KRYDS,330,19,1
Dolphins,Kickoffs,The number of kickoffs taken.,K,79,4,3
Dolphins,Kickoff Yards,The total amount of yardage of kickoffs.,KYDS,4991,75,3
Dolphins,Long Field Goal Attempt,The distance of the longest field goal attempt.,LFGA,59,,1
Dolphins,Long Field Goal Made,The distance of the longest field goal made.,LNG,51,34,3
Dolphins,Long Kickoff,The distance of the longest kickoff.,LK,71,49,1
Dolphins,Team Games Played,The numbers of team games played.,GP,17,,1
Dolphins,Total Kicking Points,The number of total points earned kicking.,PTS,103,6,3
Dolphins,Touchback Percentage,The percentage of kickoffs that are touchbacks.,TB%,70.886,67.40100098,1
Dolphins,Touchbacks,The number of kickoffs that result in touchbacks.,TB,56,3,1
Dolphins,Defensive Fumbles Returns,The number of fumble returns.,DFR,0,,1
Dolphins,Defensive Fumble Return Yards,The amount of total yardage from fumble returns.,DFRYDS,0,,1
Dolphins,Fumble Recoveries,The number of fumble recoveries.,FR,12,,4
Dolphins,Fumble Recovery Yards,The amount of total yardage from fumble recoveries.,YDS,61,,6
Dolphins,Kick Return Fair Catches,The number of kick return fair catches.,KRFC,0,,2
Dolphins,Kick Return Fair Catch Percentage,The percentage of kick returns that are fair caught.,KRFC%,0,,1
Dolphins,Kick Return Fumbles,The number of kick return fumbles.,KRF,0,,1
Dolphins,Kick Return Fumbles Lost,The number of kick return fumbles that are lost.,KRFL,0,,1
Dolphins,Kick Returns,The number of kick returns.,ATT,19,1,31
Dolphins,Kick Return Touchdowns,The number of kick return touchdowns.,TD,0,,9
Dolphins,Kick Return Yards,The total yardage of kick returns.,YDS,330,19,31
Dolphins,Long Kick Return,The longest kick return in yards.,LNG,31,12,31
Dolphins,Long Punt Return,The longest punt return in yards.,LNG,18,8,28
Dolphins,Miscellaneous Fumbles Returns,The number of fumble returns.,MFR,0,,1
Dolphins,Miscellaneous Fumble Return Yards,The amount of total yardage from fumble returns.,MFRYDS,0,,1
Dolphins,Opposition Fumble Recoveries,The number of fumble recoveries by the opposition.,OPFR,12,,1
Dolphins,Opposition Fumble Recovery Yards,The amount of total yardage from fumble recoveries by the opposition.,OFRYDS,52,,5
Dolphins,Opposition Special Team Fumble Returns,The number of fumble returns by the opposition's speical teams.,OPSTFR,0,,1
Dolphins,Opposition Special Team Fumble Return Yards,The amount of total yardage from fumble return by the opposition's special teams.,OFRYDS,0,,1
Dolphins,Punt Return Fair Catches,The number of punt return fair catches.,FC,19,1,13
Dolphins,Punt Return Fair Catch Percentage,The percentage of kick returns that are fair caught.,PRFC%,65.517,,13
Dolphins,Punt Return Fumbles,The number of punt return fumbles.,PRF,0,,1
Dolphins,Punt Return Fumbles Lost,The number of punt return fumbles that are lost.,PRFL,0,,1
Dolphins,Punt Returns,The number of punt returns.,ATT,29,1,11
Dolphins,Punt Returns Started Inside the 10,The number of punt returns started inside the 10.,PR 10,0,,1
Dolphins,Punt Returns Started Inside the 20,The number of punt returns started inside the 20.,PR 20,0,,1
Dolphins,Punt Return Touchdowns,The number of punt return touchdowns.,TD,0,,3
Dolphins,Punt Return Yards,The total yardage of punt returns.,YDS,190,11,25
Dolphins,Special Team Fumbles Returns,The number of special team fumble returns.,STFR,0,,1
Dolphins,Special Team Fumble Return Yards,The amount of total yardage from special team fumble returns.,STFRYD,0,,1
Dolphins,Team Games Played,The numbers of team games played.,GP,17,,1
Dolphins,Yards Per Kick Return,The average number of yards per kick return.,AVG,17.368,11.73499966,31
Dolphins,Yards Per Punt Return,The average number of yards per punt return.,AVG,6.552,5.31400013,31
Dolphins,Yards Per Return,The average number of yards per return.,YDS/R,10.833,,32
Dolphins,Average Punt Return Yards,The average number of yards per punt return.,AVG,8.733,5.31400013,15
Dolphins,Fair Catches,The number of fair catches.,FC,27,1,2
Dolphins,Gross Average Punt Yards,The average gross number of yards per punt.,AVG,44.731,44.88600159,21
Dolphins,Long Punt,The distance of the longest punt.,LNG,65,53,17
Dolphins,Net Average Punt Yards,The average net number of yards per punt.,NET,41.372,41.31800079,20
Dolphins,Punt Returns,The number of times a punt was returned.,ATT,30,1,10
Dolphins,Punt Return Yards,The total amount of yardage of punt returns.,YDS,262,15,13
Dolphins,Punts,The number of punts taken.,PUNTS,78,4,4
Dolphins,Punts Blocked,The number of times a punt was blocked.,PBLK,0,,10
Dolphins,Punts Blocked Percentage,The percentage of punts that are blocked.,PBLK%,0,,10
Dolphins,Punts Inside 10,The number of times a punt is downed inside the 10.,P 10,11,,3
Dolphins,Punts Inside 10 Percentage,The percentage of punts that end up inside the 10.,P 10%,14.103,,12
Dolphins,Punts Inside 20,The number of times a punt is downed inside the 20.,IN20,31,1,3
Dolphins,Punts Inside 20 Percentage,The percentage of punts that end up inside the 10.,IN20%,39.744,40.05899811,10
Dolphins,Punt Yards,The total amount of yardage of punts.,YDS,3489,205,5
Dolphins,Team Games Played,The numbers of team games played.,GP,17,,1
Dolphins,Touchback Percentage,The percentage of punts that are touchbacks.,TB%,6.41,6.471000195,15
Dolphins,Touchbacks,The number of kickoffs that result in touchbacks.,TB,5,,9
Dolphins,Defensive Points,The number of points scored on defense.,DP,0,6,8
Dolphins,Field Goals,The number of field goals made.,FG,23,1,27
Dolphins,Kick Extra Points,The number of extra points made.,PAT,34,2,18
Dolphins,Miscellaneous Points,The number of miscellaneous points scored.,MISP,0,,1
Dolphins,Passing Touchdowns,The total number of passing touchdowns.,PASS,21,1,20
Dolphins,Receiving Touchdowns,The total number of receiving touchdowns.,REC,21,1,20
Dolphins,Return Touchdowns,The total number of return touchdowns.,RET,6,,2
Dolphins,Rushing Touchdowns,The total number of rushing touchdowns.,RUSH,12,,24
Dolphins,Total Points,The number of total points scored.,PTS,341,19,22
Dolphins,Total Points Per Game,The number of points scored per game.,TP/G,20.059,,22
Dolphins,Total Touchdowns,The number of touchdowns scored in total.,TD,39,2,20
Dolphins,Total Two Point Conversions,The number of times a 2-point conversion is successful.,2PT,2,,12
Dolphins,Two Point Pass Conversions,The number of times a 2-point conversion is successful with a pass.,2PTPC,2,,6
Dolphins,Two Point Receiving Conversion,The number of times a 2-point is converted with a reception.,2PTRCC,2,,6
Dolphins,Two Point Rush Conversion,The number of times a 2-point is converted with a run.,2PTRUC,0,,18
Dolphins,One Point Safeties Made,One Point Safeties Made,OPSM,0,,1
Dolphins,Total 1st downs,The the number of first downs.,CMP,325,19,23
Dolphins,Passing 1st downs,The number of times a pass results in a first down.,FDP,206,12,12
Dolphins,1st downs by penalty,The number of times a penalty results in a first down.,FDPEN,32,1,14
Dolphins,First Downs Per Game,The average number of first downs per game.,FD/G,19.118,19,23
Dolphins,Rushing 1st downs,The number of times a rush results in a first down.,FDR,87,5,28
Dolphins,First Downs Attempts,The number of attempts at getting a first down.,FDA,22,1,18
Dolphins,4th down %,The percentage of fourth down attempts that are converted.,4THC%,54.545,30.88199997,15
Dolphins,Fourth Down Conversions,The number of times a fourth down is converted.,4THC,12,,17
Dolphins,Fumbles Lost,The number of times the ball has been fumbled and lost to the opposing team .,LST,12,,
Dolphins,Possession Time Seconds,The total time of possession in seconds.,POSS,31126,1830,18
Dolphins,Red Zone Efficiency Percentage,The percentage of red zone attempts that are converted.,CMP,70.85,,13
Dolphins,Red Zone Field Goal Percentage,The percentage of red zone trips that end in a field goal.,RZFG%,22.45,,28
Dolphins,Red Zone Scoring Percentage,The percentage of red zone trips that result in a score.,RZ%,83.67,61,16
Dolphins,Red Zone Touchdown Percentage,The percentage of red zone trips that result in a touchdown.,RZTD%,61.22,,10
Dolphins,Third Down Attempts,The number of 3rd down attempts.,3RDA,233,13,5
Dolphins,3rd down %,The percentage of 3rd downs that are converted.,3RDC%,40.773,40.06600189,13
Dolphins,Third Down Conversions,The number of 3rd down conversions.,3RDC,95,5,9
Dolphins,Total Giveaways,The total number of giveaways.,TGV,26,,
Dolphins,Total Penalties,The total number of total penalties.,TPEN,105,6,14
Dolphins,Total Penalty Yards,The total number of penalty yards.,TPY,825,48,21
Dolphins,Total Takeaways,The total number of takeaways.,TT,26,,
Dolphins,Total Drives,The total number of drives.,D,0,,
Dolphins,Turnover Ratio,Difference between take-aways and give-aways,DIFF,0,,
Vikings,Fumbles,The number of times a player/team has fumbled the ball,FUM,21,1,14
Vikings,Fumbles Lost,The number of times a fumble is recovered by the opposing team,LST,6,,25
Vikings,Forced Fumbles,The total number of forced fumbles.,FF,13,,43
Vikings,Fumbles Recovered,The number of fumbles recovered.,FR,8,1,11
Vikings,Fumbles Touchdowns,The number of times a fumbles is recovered and returned for a touchdown.,FTD,0,,12
Vikings,Games Played,Games Played,GP,17,,1
Vikings,Two Point Returns,The number of two point attempts that is returned by the offense.,2PTR,0,,1
Vikings,Fumbles Touchdowns,The number of times a fumbles is recovered and returned for a touchdown by the offense.,OFTD,0,,4
Vikings,Fumbles Touchdowns,The number of times a fumbles is recovered and returned for a touchdown by the defense.,DFTD,0,,12
Vikings,Average Gain,The average gained yards per position.,AG,585.755,,13
Vikings,Completion Percentage,The percentage of completed passes.,CMP%,65.894,65.03199768,13
Vikings,Completions,The times a player completes a pass to another player who is eligible to catch a pass.,CMP,398,23,12
Vikings,ESPN Quarterback Rating,The quarterback rating used to compare overall offensive performance relative to other positions.,EQBR,6620,,8
Vikings,Interception Percentage,The percentage of passes thrown that were intercepted by the opposing team.,INT%,1.159,1.284999967,1
Vikings,Interceptions,The number of passes thrown that were intercepted by the opposing team.,INT,7,,1
Vikings,Longest Pass,The longest pass play completed in terms of yards.,LNG,64,39,19
Vikings,Miscellaneous Yards,The number of miscellaneous yards.,MISC,0,,1
Vikings,Net Passing Yards,The amount of net passing yards.,NYDS,4238,249,11
Vikings,Net Passing Yards Per Game,The amount of net passing yards per game.,NYDS/G,249.29411,,11
Vikings,Net Total Yards,The amount of net total yards.,NTYDS,6168,,12
Vikings,Net Yards Per Game,The amount of net total yards per game.,NTYDS/G,362.82352,,12
